180,14,Sim.On And Co.,Hot Chilli Tri,4:17:47,10:15,10:07,11:32,9:48,24:57,29:44,33:52,24:06,22:49,27:46,29:37,23:13
181,51,1485 Daggers,1485 Tri Club,4:17:54,9:01,12:13,11:35,11:39,21:51,29:09,29:19,30:01,17:47,25:55,32:46,26:37
182,61,Team Stefan,Ashford Tri Club,4:18:21,9:33,12:45,12:21,12:03,23:27,31:16,33:34,24:50,22:08,23:51,28:43,23:49
183,139,Ntri 4,NTri,4:19:04,7:23,11:37,9:46,14:49,26:30,29:51,25:00,31:50,21:08,31:14,21:50,28:05
184,77,Smurfs,CHESTER TRIATHLON CLUB,4:19:10,16:58,9:01,11:33,9:17,25:04,29:32,28:52,24:55,22:40,26:25,30:13,24:39
185,76,E-Lemon-Ators,CHESTER TRIATHLON CLUB,4:19:16,7:45,12:07,14:42,12:53,26:27,27:08,25:57,30:02,20:06,28:02,29:00,25:06
186,161,Stratford Macbeths,STRATFORD AC,4:19:35,8:43,10:37,13:16,12:17,26:14,26:25,28:23,29:24,19:46,28:56,28:08,27:25
187,99,Gylly 2,gyllyngvase,4:19:47,6:49,15:53,9:50,9:12,31:46,28:28,26:01,30:44,28:36,25:40,19:38,27:10
188,34,Metamorphosis,TRI SPORT EPPING,4:20:15,9:51,10:50,9:56,11:11,28:19,29:41,26:39,26:25,26:33,30:09,26:36,24:04
189,170,Juan For The Girls,TFN Tri Club,4:21:03,8:21,10:00,11:51,10:53,28:00,31:47,28:07,30:10,23:28,27:25,27:24,23:36
190,26,This Team''s Agoa,Portsmouth Triathletes,4:21:28,8:17,10:04,11:13,10:16,28:15,33:27,29:16,26:57,23:59,26:04,29:10,24:29
191,121,Lbtri A,leighton buzzard,4:21:29,8:41,10:03,13:49,10:12,55:15,31:57,29:31,25:07,22:27,27:43,24:41,2:02
192,154,Chairman's Challengers,Spalding Triathlon Club,4:21:47,7:41,10:57,11:57,8:52,29:27,26:21,40:13,24:25,24:47,22:59,29:24,24:43
193,47,Two Annas And The Other Two,WOOTTON TRI,4:21:51,9:12,10:38,11:25,11:07,24:46,29:56,30:00,25:27,27:45,27:48,31:20,22:26
194,92,Grange Hill Detention Crew,GI TRI,4:23:29,9:46,13:24,13:39,9:42,25:51,33:09,26:56,25:25,20:00,35:16,28:24,21:56
195,19,Lincsquad Young Guns,LINCSQUAD,4:23:39,6:21,13:31,13:35,8:33,14:09,14:30,28:28,30:04,73:21,31:46,28:24,21:56
196,126,Scotter Scalliwags,LINCSQUAD,4:25:18,17:43,11:39,17:34,11:26,36:46,29:35,32:12,29:32,22:37,19:04,12:36,24:33
197,84,Seagoon,Coventry Triathletes,4:25:56,11:07,10:36,11:46,10:53,27:18,26:56,24:54,29:49,23:09,36:47,25:43,26:57
198,46,Windrush Mixed One,Windrush Triathlon Club,4:26:13,10:47,11:26,11:10,12:51,34:10,28:54,29:39,27:56,34:17,27:04,25:43,26:57
199,188,Mixed Bag,Wakefield Triathlon Club,4:26:24,10:33,12:46,10:37,11:04,25:15,30:15,30:01,27:01,27:12,34:11,23:49,23:39
200,108,The Chairman And His Ladies,Hot Chilli Tri,4:26:28,11:14,11:53,13:03,12:25,31:57,29:48,28:58,29:24,32:20,31:17,27:04,7:04
201,49,1485 Bows,1485 Tri Club,4:28:18,8:20,9:43,9:51,18:09,24:44,26:50,28:46,43:49,17:10,22:24,22:41,35:50
202,178,The Other Halves,Tri4u Coaching,4:29:00,10:42,12:18,15:09,13:23,29:56,30:05,36:53,27:38,24:18,29:50,31:25,7:22
203,57,Adwick Ladies,Adwick Tri Club,4:29:59,9:03,12:55,15:54,10:36,29:15,30:59,33:00,28:53,23:52,29:01,30:58,15:32
204,62,Bartons Gladiators,Barton Gladiators,4:30:00,6:42,15:31,8:04,13:42,33:13,32:13,33:46,32:55,20:48,26:10,22:17,24:38
205,95,The Blue Peter Badges,GI TRI,4:35:55,9:10,18:48,10:26,10:26,25:36,37:20,26:10,28:15,19:32,42:56,24:47,22:28
206,175,The Wolfpack,The Wolfpack,4:50:59,8:48,9:03,33:24,10:26,25:36,29:25,64:28,28:15,19:32,29:09,24:47,22:28
DNF,75,50 Shades Of Awsome,CHESTER TRIATHLON CLUB,-,29:28,9:30,33:24,10:26,25:36,29:03,64:28,28:15,19:32,29:09,24:47,22:28
